no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
30,기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,2013,1995,70000,흰색,자동,디젤,37,5,0,4,2775,1280
54,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,2015,1995,150000,검정색,자동,디젤,43,5,0,4,3135,1280
8,쌍용 티볼리 에어 1.6 디젤 2WD RX,2016,1597,37500,진회색,자동,디젤,29,5,0,5,2449,1280
4,현대 아반떼AD 1.6 GDi 스마트 스페셜,2016,1591,20798,회색,자동,가솔린,0,5,0,0,1878,1280
202,현대 그랜져HG 300 프리미엄,2013,2999,143952,검정색,자동,가솔린,43,5,0,0,3273,1279
734,기아 스토닉 1.6 디젤 트렌디,2018,1582,76629,진회색,자동,가솔린,27,5,0,0,2075,1279
423,르노삼성 SM6 2.0 GDe RE,2016,1997,44300,검정색,자동,가솔린,34,5,0,2,2995,1270
539,현대 그랜져HG 하이브리드 2.4 HEV 프리미엄,2014,2359,163012,검정색,자동,가솔린,43,5,0,0,3709,1270
130,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브 스페셜,2015,1995,155393,진청색,자동,디젤,46,7,0,0,3318,1270
291,현대 아반떼AD 1.6 GDi 밸류 플러스,2017,1591,63777,회색,자동,가솔린,18,5,0,3,1690,1270
90,현대 아반떼AD 1.6 GDi 스마트,2016,1591,14139,흰색,자동,가솔린,30,5,0,0,1825,1270
93,현대 아반떼AD 1.6 GDi 스마트,2017,1591,25700,흰색,자동,가솔린,29,5,0,2,1825,1270
159,쉐보레 임팔라 2.5 LTZ,2016,2457,99000,검정색,자동,가솔린,4,5,0,2,3851,1270
7,쉐보레 임팔라 2.5 LTZ,2016,2457,99000,검정색,자동,가솔린,4,5,0,2,3851,1270
344,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2015,1685,57153,검정색,자동,디젤,24,5,0,0,2253,1260
34,현대 쏘나타 뉴 라이즈 1.7 e-VGT 스마트,2017,1685,89700,진회색,자동,가솔린,38,5,0,1,2763,1260
93,쉐보레 올 뉴 말리부 2.0 터보 LT 프리미엄,2017,1998,72806,검정색,자동,가솔린,36,5,0,4,3057,1260
70,기아 더 뉴 K7 3.0 GDI 프레스티지,2014,2999,70000,은색,자동,가솔린,43,5,0,2,3430,1260
2,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2014,2359,107770,흰색,자동,가솔린,38,5,0,3,3141,1260
234,현대 LF쏘나타 2.0 CVVL 스마트,2016,1999,86691,검정색,자동,가솔린,32,5,0,2,2545,1250
449,현대 뉴 에쿠스 VS 380 프레스티지,2010,3778,145000,검정색,자동,가솔린,22,5,0,3,8600,1250
49,현대 그랜져HG 아제라,2015,3342,62411,회색,자동,가솔린,19,5,0,1,4069,1250
17,포드 머스탱 쿠페,2010,3726,135411,은색,자동,가솔린,27,4,0,1,4200,1250
53,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2015,1685,70124,진회색,자동,디젤,33,5,0,2,2550,1250
15,쌍용 티볼리 에어 1.6 디젤 4WD RX,2016,1597,90000,흰색,자동,디젤,31,5,0,0,2106,1250
211,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,85586,흰색,자동,디젤,34,5,0,2,2565,1250
60,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,85586,흰색,자동,디젤,34,5,0,2,2565,1250
53,현대 더 뉴 벨로스터 터보 디 스펙 DCT,2015,1591,57652,흰색,자동,가솔린,0,4,0,4,2370,1250
5,기아 더 뉴 K7 2.4 GDI 프레스티지,2014,2359,64998,검정색,자동,가솔린,0,5,0,2,3022,1249
88,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2014,2199,180000,검정색,자동,디젤,35,9,0,4,3270,1240
440,현대 싼타페DM 2.0 VGT 4WD 익스클루시브,2015,1995,194586,흰색,자동,디젤,38,7,0,1,3408,1239
285,현대 그랜져HG 240 모던,2013,2359,107130,흰색,자동,가솔린,34,5,0,2,2976,1230
294,쌍용 티볼리 1.6 디젤 2WD LX,2016,1597,75993,검정색,자동,디젤,35,5,0,0,2346,1230
316,쌍용 티볼리 1.6 가솔린 2WD LX,2015,1597,43778,흰색,자동,가솔린,38,5,0,2,2221,1230
379,기아 뉴 쏘렌토R 디젤 2.0 4WD TLX 스페셜,2013,1995,116304,진회색,자동,디젤,41,7,0,4,3085,1230
556,현대 아슬란 G300 모던 베이직,2015,2999,81661,베이지색,자동,가솔린,35,5,0,5,3895,1230
31,기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,2014,2199,193064,은색,자동,디젤,32,9,0,0,2990,1230
356,현대 싼타페DM 2.0 VGT 4WD 프리미엄,2012,1995,100000,흰색,자동,디젤,35,7,0,8,3218,1230
22,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,2014,3199,69000,검정색,자동,가솔린,41,5,0,2,6414,1230
108,현대 그랜져HG 220 디젤 프리미엄,2015,2199,46484,검정색,자동,디젤,38,5,0,1,3452,1230
90,벤츠 C클래스 C220 CDI 아방가르드,2012,2143,158102,은색,자동,디젤,41,5,0,0,5290,1230
118,기아 K5 2세대 2.0 가솔린 SX 프레스티지,2015,1999,22097,흰색,자동,가솔린,37,5,0,1,2520,1229
237,현대 쏘나타 뉴 라이즈 1.7 e-VGT 모던,2017,1685,130000,검정색,자동,디젤,46,5,0,1,3158,1229
85,현대 쏘나타 뉴 라이즈 1.7 e-VGT 모던,2017,1685,130000,검정색,자동,디젤,46,5,0,1,3158,1229
240,현대 아반떼AD 1.6 GDi 모던 스페셜,2016,1591,46298,진회색,자동,가솔린,0,5,0,7,2052,1220
137,르노삼성 SM6 1.5 dCi SE,2016,1461,74699,흰색,자동,디젤,34,5,0,5,2795,1220
80,쌍용 티볼리 에어 1.6 디젤 2WD RX,2016,1597,76000,진청색,자동,디젤,23,5,0,2,2449,1220
54,벤츠 C클래스 C220 CDI 쿠페 W204,2013,2143,78245,은색,자동,디젤,0,4,0,3,5380,1220
746,쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,2014,3598,74746,검정색,자동,가솔린,45,5,0,6,6969,1219
34,현대 제네시스 BH330 럭셔리,2011,3342,102685,검정색,자동,가솔린,0,5,0,7,4940,1210
224,기아 K5 2세대 2.0 가솔린 SX 프레스티지,2015,1999,87036,흰색,자동,LPG,33,5,0,2,2520,1210
72,기아 K5 2세대 2.0 가솔린 SX 프레스티지,2015,1999,87036,흰색,자동,LPG,33,5,0,2,2520,1210
84,BMW 5시리즈 520d,2010,1995,130000,흰색,자동,디젤,41,5,0,3,6240,1200
298,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,87800,흰색,자동,디젤,27,5,0,1,2565,1200
1,기아 그랜드카니발 하이리무진 11인승 GLX,2009,2902,96000,검정색,자동,디젤,34,11,0,2,4541,1200
72,현대 아반떼AD 1.6 T-GDi 스포츠 M/T,2016,1591,79000,청색,수동,가솔린,23,5,0,2,1965,1200
19,쉐보레 올 뉴 크루즈 1.6 디젤 LTZ,2014,1998,44000,흰색,자동,디젤,0,5,0,2,2512,1200
87,벤츠 C클래스 C200 CGI 블루이피션시 아방가르드 (10..,2010,1796,85232,은색,자동,가솔린,40,5,0,5,5320,1200
220,현대 올 뉴 투싼 2.0 E-VGT 4WD 모던,2015,1995,123121,은색,자동,디젤,31,5,0,0,2835,1200
346,벤츠 C클래스 C200 아방가르드 (15~18년..,2011,1796,135561,진주색,자동,가솔린,25,5,0,5,5420,1200
69,현대 올 뉴 투싼 2.0 E-VGT 4WD 모던,2015,1995,123121,은색,자동,디젤,31,5,0,0,2835,1200
193,벤츠 C클래스 C200 아방가르드 (15~18년..,2011,1796,135561,진주색,자동,가솔린,25,5,0,5,5420,1200
62,기아 더 뉴 K3 1.6 GDi 트렌디 스타일,2018,1591,32000,흰색,자동,가솔린,26,5,0,1,1858,1200
41,기아 더 뉴 레이 1.0 가솔린 프레스티지,2018,998,38191,검정색,자동,가솔린,32,5,0,3,1570,1200
49,르노삼성 SM5 노바 TCE 1.6 터보,2015,1596,56000,흰색,자동,가솔린,28,5,0,2,2790,1200
78,BMW 3시리즈 320d 블랙 앤 화이트,2011,1995,98000,흰색,자동,디젤,38,5,0,4,5430,1200
78,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016,1685,82900,흰색,자동,디젤,36,5,0,3,2575,1199
513,현대 아반떼AD 1.6 GDi 밸류 플러스,2016,1591,42249,검정색,자동,가솔린,25,5,0,2,1690,1199
55,현대 뉴 에쿠스 VS 380 프라임,2011,3778,200000,검정색,자동,가솔린/LPG겸용,41,5,0,4,7534,1199
66,기아 더 뉴 레이 1.0 가솔린 럭셔리,2018,998,16152,흰색,자동,가솔린,26,5,0,1,1455,1199
90,현대 쏘나타 뉴 라이즈 1.7 e-VGT 스마트,2017,1685,70346,흰색,자동,디젤,41,5,0,4,2763,1199
124,현대 쏘나타 뉴 라이즈 2.0 CVVL 모던,2018,1999,53498,검정색,자동,가솔린,41,5,0,4,2730,1199
209,현대 그랜드스타렉스 WAGON 11인승 CVX 프리미엄,2014,2497,63264,검정색,자동,디젤,0,11,0,3,2255,1199
267,현대 i40 살룬 2.0 GDi PYL,2014,1999,57000,흰색,자동,가솔린,36,5,0,1,2615,1199
58,현대 그랜드스타렉스 WAGON 11인승 CVX 프리미엄,2014,2497,63264,검정색,자동,디젤,0,11,0,3,2255,1199
115,현대 i40 살룬 2.0 GDi PYL,2014,1999,57000,흰색,자동,가솔린,36,5,0,1,2615,1199
430,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일 피버,2016,1685,40577,흰색,자동,디젤,0,5,0,2,2386,1190
594,쌍용 티볼리 1.6 디젤 4WD VX,2016,1597,90626,흰색,자동,디젤,24,5,0,0,2421,1190
369,쌍용 뉴 체어맨W V8 5000 리무진,2011,4966,221900,검정색,자동,가솔린,52,5,0,1,10445,1190
50,르노삼성 SM6 2.0 GDe SE,2017,1997,86831,검정색,자동,디젤,30,5,0,1,2675,1190
17,기아 더 뉴 K3 1.6 GDi 트렌디 C,2016,1591,30150,검정색,자동,가솔린,27,5,0,2,1823,1190
93,쉐보레 캡티바 2.0 디젤 2WD LS 프리미엄,2015,1998,124000,진회색,자동,디젤,30,7,0,2,2770,1190
121,캐딜락 DTS 4.6L V8 플래티늄 에디션,2011,4565,98020,검정색,자동,가솔린,0,5,0,0,9250,1190
143,현대 LF쏘나타 2.4 GDi 익스클루시브,2014,2359,133282,흰색,자동,가솔린,45,5,0,7,2990,1190
212,기아 더 뉴 레이 1.0 가솔린 프레스티지,2018,998,33218,흰색,자동,가솔린,27,5,0,0,1570,1190
349,현대 뉴 에쿠스 VS 380 럭셔리,2011,3778,195500,검정색,자동,가솔린,41,5,0,6,6622,1190
61,기아 더 뉴 레이 1.0 가솔린 프레스티지,2018,998,33218,흰색,자동,가솔린,27,5,0,0,1570,1190
197,현대 뉴 에쿠스 VS 380 럭셔리,2011,3778,195500,검정색,자동,가솔린,41,5,0,6,6622,1190
775,르노삼성 뉴 QM3 RE,2018,1461,33010,진회색,자동,디젤,28,5,0,1,2450,1189
300,현대 아반떼AD 1.6 GDi 스마트 스페셜,2016,1591,65282,흰색,자동,가솔린,31,5,0,3,1878,1180
323,기아 더 뉴 K5 2.0 프레스티지,2014,1999,96795,흰색,자동,가솔린,43,5,0,2,2645,1180
428,현대 싼타페 더 프라임 2.0 디젤 2WD 모던,2016,1995,131670,청색,자동,디젤,32,5,0,8,2890,1180
557,르노삼성 SM7 노바 RE,2016,2495,100000,검정색,자동,가솔린,35,5,0,1,3387,1180
144,현대 아반떼AD 1.6 T-GDi 스포츠 M/T,2016,1591,26861,진회색,수동,가솔린,19,5,0,3,1965,1180
299,쌍용 뉴 체어맨W CW600 럭셔리,2014,3199,116000,검정색,자동,가솔린,41,5,0,0,5631,1180
147,쌍용 뉴 체어맨W CW600 럭셔리,2014,3199,116000,검정색,자동,가솔린,41,5,0,0,5631,1180
41,쉐보레 더 뉴 스파크 1.0 프리미어,2020,999,300,진회색,자동,가솔린,21,5,0,0,1470,1180
243,쌍용 뉴 체어맨W CW600 럭셔리,2014,3199,52534,검정색,자동,가솔린,37,5,0,6,5631,1170
36,쉐보레 임팔라 2.5 LT,2015,2457,130000,검정색,자동,가솔린,35,5,0,0,3409,1170
27,현대 LF쏘나타 하이브리드 2.0 HEV 모던,2015,1999,122150,은색,자동,가솔린,33,5,0,6,3138,1170
26,피아트 500 C 1.4,2014,1368,38750,노란색,자동,가솔린,18,4,0,1,3300,1170
304,현대 그랜져HG 240 모던,2013,2359,104262,흰색,자동,가솔린,38,5,0,2,2976,1160
113,기아 K9 3.3 GDI 노블레스,2012,3342,169801,검정색,자동,가솔린,32,5,0,1,5890,1160
38,르노삼성 QM6 2.0 GDe 2WD RE,2017,1995,170000,검정색,자동,디젤,31,5,0,1,2850,1160
85,BMW 528i,2010,3000,129000,흰색,자동,가솔린,43,5,0,6,6790,1150
127,쉐보레 올 뉴 말리부 2.0 터보 LT 프리미엄,2016,1998,149540,남색,자동,가솔린,34,5,0,2,3057,1150
456,르노삼성 SM7 노바 2.0 LPe,2015,1998,80000,검정투톤,자동,LPG,15,5,0,0,2535,1150
525,현대 그랜져HG 300 프리미엄,2014,2999,119800,검정색,자동,가솔린,35,5,0,4,3361,1150
66,현대 아반떼AD 1.6 GDi 스마트,2016,1591,59622,진청색,자동,가솔린,31,5,0,1,1825,1150
318,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016,1685,100000,흰색,자동,디젤,25,5,0,0,2350,1150
361,기아 스토닉 1.4 가솔린 디럭스,2017,1368,64300,검정색,자동,가솔린,26,5,0,1,1655,1150
16,기아 더 뉴 카렌스 1.7 VGT 프레스티지,2016,1685,75726,흰색,자동,디젤,34,5,0,1,2366,1150
220,쌍용 티볼리 1.6 디젤 2WD VX,2016,1597,40745,청색,자동,디젤,0,5,0,1,2244,1150
226,기아 더 뉴 K3 1.6 VGT 트렌디,2016,1582,17100,은색,자동,디젤,30,5,0,0,1986,1150
329,쉐보레 더 뉴 스파크 1.0 프리미어,2019,999,9000,베이지색,자동,가솔린,0,5,0,0,1470,1150
180,쉐보레 더 뉴 스파크 1.0 프리미어,2019,999,9000,베이지색,자동,가솔린,0,5,0,0,1470,1150
6,현대 아반떼AD 1.6 T-GDi 스포츠 7 DCT,2016,1591,59959,진회색,자동,가솔린,0,5,0,5,2160,1150
47,폭스바겐 더 비틀 3세대 2.0 TDI 프리미엄,2013,1968,70843,파란색,자동,디젤,27,4,0,5,3750,1150
82,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2020,998,11433,흰색,자동,가솔린,10,5,0,0,1310,1149
411,르노삼성 SM6 2.0 GDe RE,2017,1998,50295,진회색,자동,가솔린,34,5,0,1,2995,1140
602,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,2011,3199,173154,검정색,자동,가솔린,32,5,0,3,6435,1140
14,현대 베라크루즈 4WD 300VXL 프리미엄,2010,2959,187791,회색,자동,디젤,29,7,0,8,4564,1135
421,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014,1995,28071,흰색,자동,디젤,0,5,0,4,2405,1130
441,현대 LF쏘나타 2.0 CVVL 스마트,2017,1999,92322,검정색,자동,가솔린,31,5,0,1,2545,1130
132,쉐보레 어메이징 뉴 크루즈 1.6 디젤 LTZ,2018,1598,38706,진회색,자동,디젤,19,5,0,4,2367,1130
430,기아 K5 2세대 1.7 디젤 SX 프레스티지,2016,1685,50000,진주색,자동,디젤,39,5,0,3,2755,1130
227,현대 쏘나타 뉴 라이즈 2.0 LPi 스타일,2017,1999,102000,진회색,자동,LPG,23,5,0,3,2255,1130
174,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,102044,흰색,자동,가솔린,5,5,0,4,2060,1130
21,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,102044,흰색,자동,가솔린,5,5,0,4,2060,1130
31,르노삼성 SM7 노바 LPe 택시/렌터카,2015,1998,84094,검정색,자동,LPG,30,5,0,0,2350,1130
7,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2016,1685,40000,검정색,자동,디젤,21,5,0,3,2320,1129
480,기아 K3 1.6 GDI 노블레스,2014,1591,50000,흰색,자동,가솔린,38,5,0,1,1999,1120
202,현대 아반떼AD 1.6 GDi 프리미엄,2015,1591,69000,흰색,자동,가솔린,32,5,0,2,2125,1120
524,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016,1685,50000,흰색,자동,디젤,31,5,0,3,2550,1120
25,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016,1685,50000,흰색,자동,디젤,31,5,0,3,2550,1120
268,현대 아슬란 G300 모던,2015,2999,153000,검정색,자동,가솔린,43,5,0,1,3990,1110
17,현대 아반떼AD 1.6 T-GDi 스포츠 익스트림 셀렉션,2016,1591,64000,흰색,자동,가솔린,0,5,0,5,2415,1110
2,현대 아반떼AD 1.6 T-GDi 스포츠 익스트림 셀렉션,2016,1591,64000,흰색,자동,가솔린,0,5,0,5,2415,1110
601,현대 아반떼AD 1.6 GDi 스타일,2017,1591,25867,흰색,자동,가솔린,20,5,0,2,1420,1100
18,현대 그랜져HG 330 셀러브리티,2012,3342,157000,진주색,자동,가솔린,41,5,0,11,4450,1100
20,현대 뉴 에쿠스 VS 380 럭셔리,2012,3778,165000,은색,자동,가솔린,36,5,0,4,6622,1100
37,현대 LF쏘나타 2.0 CVVL 스마트,2014,1999,65200,은색,자동,가솔린,30,5,0,4,2545,1100
11,미니 쿠퍼 2세대 1.6 브릭레인 에디션,2013,1598,100577,검정색,자동,가솔린,22,4,0,2,3120,1100
8,기아 더 뉴 K5 2.0 프레스티지,2013,1999,90000,검정색,자동,가솔린,40,5,0,4,2645,1100
34,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016,1685,102573,은색,자동,디젤,24,5,0,0,2350,1100
71,지프 뉴 컴패스 2.4 리미티드,2014,2359,124300,흰색,자동,가솔린,25,5,0,1,3550,1100
10,폭스바겐 더 뉴 파사트 7세대 2.0 TDI,2013,1968,109883,흰색,자동,디젤,36,5,0,1,4140,1100
10,폭스바겐 더 뉴 파사트 7세대 2.0 TDI,2013,1968,109883,흰색,자동,디젤,36,5,0,1,4140,1100
66,기아 레이 1.0 터보 프레스티지,2015,998,28000,흰색,자동,가솔린,28,5,0,2,1594,1100
48,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,120000,검정색,자동,디젤,36,5,0,7,2590,1100
58,기아 더 뉴 레이 1.0 가솔린 프레스티지,2017,998,46666,베이지색,자동,가솔린,20,5,0,1,1570,1100
87,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2014,2359,123500,흰색,자동,가솔린,27,5,0,2,3141,1100
76,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2015,1685,115193,흰색,자동,디젤,31,5,0,8,2550,1099
434,현대 그랜져HG 220 디젤 프리미엄,2014,2199,164381,은색,자동,디젤,36,5,0,4,3389,1099
436,현대 올 뉴 투싼 2.0 E-VGT 2WD 스타일,2015,1995,150000,은색,자동,디젤,21,5,0,5,2250,1099
438,기아 더 뉴 K3 1.6 VGT 트렌디,2017,1582,65920,흰색,자동,디젤,28,5,0,1,2018,1099
27,기아 모하비 KV300 4WD 최고급형,2010,2959,224326,검정색,자동,디젤,36,7,0,3,4511,1099
2,현대 아반떼AD 1.6 GDi 스타일,2016,1591,75000,흰색투톤,자동,가솔린,17,5,0,0,1420,1099
255,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,77000,진회색,자동,가솔린,1,5,0,2,2060,1099
102,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,77000,진회색,자동,가솔린,1,5,0,2,2060,1099
30,쌍용 티볼리 아머 1.6 가솔린 2WD TX,2019,1597,12000,흰색,자동,가솔린,26,5,0,1,1783,1099
53,쌍용 렉스턴W RX7 2WD 럭셔리,2013,1998,106230,흰색,자동,디젤,29,7,0,2,2972,1090
107,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016,1685,85000,은색,자동,디젤,24,5,0,1,2350,1090
285,기아 더 뉴 레이 1.0 가솔린 디럭스,2018,998,4057,흰색,자동,가솔린,14,5,0,0,1315,1090
82,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2019,998,29635,흰색,자동,가솔린,30,5,0,0,1310,1090
101,현대 아반떼AD 1.6 GDi 밸류 플러스,2017,1591,11490,흰색,자동,가솔린,21,5,0,1,1690,1090
28,렉서스 RX 450h AL10,2009,3456,203000,은색,자동,가솔린,31,5,0,8,8847,1090
15,르노삼성 SM5 노바 SE -,2016,1998,93605,흰색,자동,가솔린,19,5,0,2,2480,1090
41,현대 뉴 에쿠스 VS 460 프레스티지,2009,4627,137135,검정색,자동,가솔린,33,5,0,4,10900,1090
42,기아 모하비 QV300 4WD 고급형,2008,2959,305000,검정색,자동,디젤,21,7,0,7,3907,1090
68,르노삼성 SM6 2.0 GDe LE,2017,1998,109953,흰색,자동,가솔린,38,5,0,1,2860,1090
444,쌍용 티볼리 1.6 가솔린 2WD VX,2016,1597,61000,흰색,자동,가솔린,15,5,0,3,1995,1080
718,현대 더 뉴 제네시스 쿠페 200 터보 S,2012,1998,83959,진회색,자동,가솔린,28,4,0,0,2965,1080
108,현대 그랜드스타렉스 WAGON 11인승 HVX 프리미엄,2013,2497,97000,회색,자동,디젤,17,11,0,2,2156,1080
260,현대 LF쏘나타 2.0 CVVL 프리미엄,2015,1999,103701,흰색,자동,가솔린,41,5,0,7,2860,1080
107,현대 LF쏘나타 2.0 CVVL 프리미엄,2015,1999,103701,흰색,자동,가솔린,41,5,0,7,2860,1080
291,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2012,2359,104943,흰색,자동,가솔린,42,5,0,7,3141,1070
211,쌍용 티볼리 1.6 가솔린 2WD VX,2015,1597,28600,흰색,자동,가솔린,23,5,0,1,1995,1070
179,쌍용 뉴 코란도 C 2.2 디젤 RX 고급형,2015,2157,49488,검정색,자동,디젤,24,5,0,1,2547,1070
189,쉐보레 올란도 1.6 디젤 LTZ 프리미엄,2016,1598,79330,검정색,자동,디젤,21,7,0,4,2863,1070
435,기아 K5 하이브리드 프레스티지,2012,1999,116977,흰색,자동,가솔린,36,5,0,6,3278,1069
167,현대 쏘나타 뉴 라이즈 1.7 e-VGT 스마트,2017,1685,160344,검정색,자동,디젤,39,5,0,4,2763,1069
723,쌍용 렉스턴W RX7 4WD 럭셔리,2013,1998,99000,흰색,자동,디젤,0,7,0,2,3164,1060
267,쌍용 티볼리 아머 1.6 디젤 2WD VX,2018,1597,28509,흰색,자동,디젤,29,5,0,14,2239,1060
111,현대 그랜져HG 240 모던,2014,2359,93133,흰색,자동,가솔린,30,5,0,9,2976,1060
21,현대 아이오닉 하이브리드 I,2017,1580,90000,검정색,자동,가솔린,17,5,0,1,2340,1060
132,기아 K5 2세대 2.0 가솔린 SX 프레스티지,2015,1999,74760,흰색,자동,가솔린,33,5,0,7,2520,1050
244,르노삼성 SM6 2.0 GDe LE,2016,1997,108128,흰색,자동,가솔린,28,5,0,6,2795,1050
511,기아 K5 2세대 1.7 디젤 SX 프레스티지,2015,1685,125450,흰색,자동,디젤,34,5,0,1,2755,1050
26,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2019,998,17900,검정색,자동,가솔린,18,5,0,0,1310,1050
398,현대 베라크루즈 4WD 300VX 럭셔리,2010,2959,182555,검정색,자동,디젤,32,7,0,1,4063,1050
83,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2018,998,10000,베이지색,자동,가솔린,3,5,0,1,1265,1050
86,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2010,1995,66318,흰색,자동,디젤,32,5,0,1,2615,1050
5,르노삼성 SM3 네오 SE 플러스,2019,1596,15000,은색,자동,가솔린,2,5,0,0,1825,1050
46,폭스바겐 티구안 1세대 2.0 TDI,2014,1968,60591,회색,자동,디젤,23,5,0,1,3840,1050
80,현대 그랜드스타렉스 WAGON 12인승 CVX 럭셔리,2010,2497,75000,흰색,자동,디젤,16,12,0,1,2270,1050
34,현대 LF쏘나타 2.0 T-GDi 익스클루시브,2015,1998,104299,검정색,자동,가솔린,46,5,0,4,3210,1050
63,르노삼성 SM3 네오 디젤 LE,2017,1461,26000,진회색,자동,디젤,29,5,0,0,2110,1050
12,폭스바겐 투아렉 1세대 V6 3.2,2006,3189,103000,은색,자동,가솔린,19,5,0,2,7470,1050
44,기아 올 뉴 모닝 1.0 가솔린 럭셔리 JA,2019,998,5900,검정색,자동,가솔린,0,5,0,1,1215,1049
64,기아 K3 1.6 GDI 노블레스,2015,1591,70000,흰색,자동,가솔린,33,5,0,0,1999,1049
112,현대 그랜져HG 300 프리미엄,2016,2999,72900,검정색,자동,가솔린,27,5,0,3,3320,1040
153,르노삼성 SM6 2.0 GDe LE,2016,1997,148165,은색,자동,가솔린,35,5,0,4,2795,1040
1,르노삼성 SM6 2.0 GDe LE,2016,1997,148165,은색,자동,가솔린,35,5,0,4,2795,1040
771,쌍용 렉스턴W RX7 4WD 럭셔리,2012,1998,105545,검정색,자동,디젤,0,7,0,0,3164,1039
394,현대 아반떼AD 1.6 GDi 스마트 스페셜,2015,1591,96165,진회색,자동,가솔린,29,5,0,1,1878,1030
55,쉐보레 트랙스 1.4 가솔린 LTZ,2014,1362,49765,흰색,자동,가솔린,22,5,0,0,2302,1030
62,쉐보레 올 뉴 말리부 1.5 터보 LS 디럭스,2016,1490,117168,검정색,자동,가솔린,27,5,0,5,2506,1030
23,기아 더 뉴 K5 2.0 프레스티지,2014,1999,123756,흰색,자동,가솔린,39,5,0,0,2680,1030
124,현대 그랜져HG 240 모던 컬렉션,2016,2359,70000,검정색,자동,가솔린,37,5,0,1,3090,1029
780,현대 뉴 투싼ix 2.0 디젤 2WD 모던,2015,1995,83700,흰색,자동,디젤,34,5,0,4,2610,1020
2,현대 뉴 투싼ix 2.0 디젤 2WD 모던,2015,1995,83700,흰색,자동,디젤,34,5,0,4,2610,1020
274,현대 뉴 에쿠스 VS 380 럭셔리,2009,3778,145000,검정색,자동,가솔린,0,5,0,9,6622,1020
56,현대 뉴 에쿠스 VS 380 모던,2013,3778,286000,검정색,자동,가솔린,0,5,0,6,6839,1020
79,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2017,998,32480,진주색,자동,가솔린,29,5,0,0,1265,1020
82,미니 쿠퍼 2세대 D 2.0 베이커스트리트,2012,1995,70307,빨간색,자동,디젤,0,4,0,3,3830,1020
555,쌍용 티볼리 에어 1.6 가솔린 4WD RX,2016,1597,116074,흰색,자동,가솔린,31,5,0,2,2480,1010
169,기아 올 뉴 모닝 1.0 터보 프레스티지 JA,2017,998,26084,검정색,자동,가솔린,28,5,0,0,1544,1000
12,BMW 1시리즈 120d 쿠페,2010,1995,101756,흰색투톤,자동,가솔린,17,4,0,2,3990,1000
282,벤츠 M클래스 ML280 CDI,2008,2987,177507,은색,자동,디젤,21,5,0,3,8240,1000
112,벤츠 M클래스 ML280 CDI,2008,2987,177507,은색,자동,디젤,21,5,0,3,8240,1000
62,쌍용 티볼리 아머 1.6 가솔린 2WD VX,2018,1597,76376,흰색,자동,가솔린,30,5,0,2,1999,999
72,현대 그랜져HG 300 노블,2011,2999,23450,검정색,자동,가솔린,38,5,0,8,3527,999
96,쌍용 티볼리 1.6 디젤 2WD LX,2017,1597,56116,검정색,자동,디젤,28,5,0,4,2346,999
125,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2016,1685,56481,검정색,자동,디젤,25,5,0,5,2253,999
