no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
95,현대 아반떼AD 1.6 e-VGT 스타일,2016,1600,69000,빨간색,수동,디젤,21,5,0,0,1630,1150
216,현대 제네시스 쿠페 200 터보 P,2008,1998,118390,진회색,자동,가솔린,23,4,0,3,2641,1150
267,현대 제네시스 쿠페 380 GT RW,2009,3778,116918,흰색,자동,가솔린,32,4,0,5,3428,1150
360,기아 레이 1.0 가솔린 럭셔리,2014,998,38000,베이지색,자동,가솔린,21,5,0,0,1426,1150
28,쉐보레 크루즈 2.0 LTZ -,2011,1998,133224,흰색,자동,디젤,27,5,0,2,1970,1150
82,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2020,998,11433,흰색,자동,가솔린,10,5,0,0,1310,1149
177,현대 그랜져HG 300 익스클루시브,2014,2999,161850,검정색,자동,가솔린,46,5,0,4,3595,1149
411,르노삼성 SM6 2.0 GDe RE,2017,1998,50295,진회색,자동,가솔린,34,5,0,1,2995,1140
602,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,2011,3199,173154,검정색,자동,가솔린,32,5,0,3,6435,1140
14,현대 베라크루즈 4WD 300VXL 프리미엄,2010,2959,187791,회색,자동,디젤,29,7,0,8,4564,1135
103,현대 베라크루즈 4WD 300VXL 프리미엄,2010,2959,187791,회색,자동,디젤,29,7,0,8,4564,1135
421,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014,1995,28071,흰색,자동,디젤,0,5,0,4,2405,1130
441,현대 LF쏘나타 2.0 CVVL 스마트,2017,1999,92322,검정색,자동,가솔린,31,5,0,1,2545,1130
132,쉐보레 어메이징 뉴 크루즈 1.6 디젤 LTZ,2018,1598,38706,진회색,자동,디젤,19,5,0,4,2367,1130
430,기아 K5 2세대 1.7 디젤 SX 프레스티지,2016,1685,50000,진주색,자동,디젤,39,5,0,3,2755,1130
227,현대 쏘나타 뉴 라이즈 2.0 LPi 스타일,2017,1999,102000,진회색,자동,LPG,23,5,0,3,2255,1130
174,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,102044,흰색,자동,가솔린,5,5,0,4,2060,1130
21,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,102044,흰색,자동,가솔린,5,5,0,4,2060,1130
31,르노삼성 SM7 노바 LPe 택시/렌터카,2015,1998,84094,검정색,자동,LPG,30,5,0,0,2350,1130
139,현대 그랜져HG 240 모던,2014,2359,151000,검정색,자동,가솔린,37,5,0,3,2976,1130
14,현대 싼타페CM 2.0 VGT MLX 2WD 고급형,2009,1991,135000,은색투톤,자동,디젤,22,7,0,4,2728,1130
7,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2016,1685,40000,검정색,자동,디젤,21,5,0,3,2320,1129
480,기아 K3 1.6 GDI 노블레스,2014,1591,50000,흰색,자동,가솔린,38,5,0,1,1999,1120
202,현대 아반떼AD 1.6 GDi 프리미엄,2015,1591,69000,흰색,자동,가솔린,32,5,0,2,2125,1120
524,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016,1685,50000,흰색,자동,디젤,31,5,0,3,2550,1120
25,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016,1685,50000,흰색,자동,디젤,31,5,0,3,2550,1120
121,기아 그랜드카니발 하이리무진 11인승 GLX,2011,2199,168000,진주색,자동,디젤,28,11,0,2,4541,1120
44,현대 쏘나타 하이브리드 2.0 HEV 로얄,2012,1999,92523,흰색,자동,가솔린,27,5,0,1,3438,1120
32,쉐보레 크루즈 2.0 LTZ -,2015,1998,49560,검정색,자동,디젤,24,5,0,6,2035,1120
103,기아 스포티지R 2.0 디젤 2WD TLX 고급형,2012,1995,93347,흰색,수동,디젤,26,5,0,0,2190,1120
34,현대 YF쏘나타 2.0 Y20 프라임 최고급형,2010,1998,91000,검정색,자동,가솔린,19,5,0,9,2500,1119
44,현대 제네시스 BH380 로얄 VIP 팩,2008,3778,251734,은색,자동,가솔린,40,5,0,0,6021,1111
49,기아 스포티지 4세대 2.0 디젤 2WD 트렌디,2015,1995,38000,검정색,수동,디젤,24,5,0,0,2346,1111
268,현대 아슬란 G300 모던,2015,2999,153000,검정색,자동,가솔린,43,5,0,1,3990,1110
17,현대 아반떼AD 1.6 T-GDi 스포츠 익스트림 셀렉션,2016,1591,64000,흰색,자동,가솔린,0,5,0,5,2415,1110
2,현대 아반떼AD 1.6 T-GDi 스포츠 익스트림 셀렉션,2016,1591,64000,흰색,자동,가솔린,0,5,0,5,2415,1110
601,현대 아반떼AD 1.6 GDi 스타일,2017,1591,25867,흰색,자동,가솔린,20,5,0,2,1420,1100
18,현대 그랜져HG 330 셀러브리티,2012,3342,157000,진주색,자동,가솔린,41,5,0,11,4450,1100
20,현대 뉴 에쿠스 VS 380 럭셔리,2012,3778,165000,은색,자동,가솔린,36,5,0,4,6622,1100
37,현대 LF쏘나타 2.0 CVVL 스마트,2014,1999,65200,은색,자동,가솔린,30,5,0,4,2545,1100
11,미니 쿠퍼 2세대 1.6 브릭레인 에디션,2013,1598,100577,검정색,자동,가솔린,22,4,0,2,3120,1100
8,기아 더 뉴 K5 2.0 프레스티지,2013,1999,90000,검정색,자동,가솔린,40,5,0,4,2645,1100
34,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016,1685,102573,은색,자동,디젤,24,5,0,0,2350,1100
71,지프 뉴 컴패스 2.4 리미티드,2014,2359,124300,흰색,자동,가솔린,25,5,0,1,3550,1100
10,폭스바겐 더 뉴 파사트 7세대 2.0 TDI,2013,1968,109883,흰색,자동,디젤,36,5,0,1,4140,1100
10,폭스바겐 더 뉴 파사트 7세대 2.0 TDI,2013,1968,109883,흰색,자동,디젤,36,5,0,1,4140,1100
66,기아 레이 1.0 터보 프레스티지,2015,998,28000,흰색,자동,가솔린,28,5,0,2,1594,1100
48,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,120000,검정색,자동,디젤,36,5,0,7,2590,1100
58,기아 더 뉴 레이 1.0 가솔린 프레스티지,2017,998,46666,베이지색,자동,가솔린,20,5,0,1,1570,1100
87,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2014,2359,123500,흰색,자동,가솔린,27,5,0,2,3141,1100
36,쉐보레 트랙스 1.6 디젤 LT 레더 패키지,2016,1598,57000,검정색,자동,디젤,18,5,0,1,2436,1100
36,쉐보레 트랙스 1.6 디젤 LT 레더 패키지,2016,1598,57000,검정색,자동,디젤,18,5,0,1,2436,1100
17,현대 LF쏘나타 하이브리드 2.0 HEV 모던,2015,1999,110000,은색,자동,가솔린,31,5,0,0,3138,1100
50,현대 뉴 에쿠스 VS 380 프라임 VIP팩,2010,3778,232600,은색,자동,가솔린,44,5,0,5,7980,1100
109,현대 뉴 에쿠스 VS 380 프레스티지 VVIP팩,2009,3778,238000,연금색,자동,가솔린,48,5,0,5,10173,1100
124,현대 LF쏘나타 1.7 e-VGT 스마트,2015,1685,81719,흰색,자동,디젤,34,5,0,1,2729,1100
73,현대 제네시스 쿠페 380 GT P,2009,3778,75600,검정색,자동,가솔린,27,4,0,11,3042,1100
15,기아 레이 1.0 가솔린 디럭스,2016,998,6233,흰색,자동,가솔린,0,5,0,0,1281,1100
26,현대 갤로퍼 숏바디 V6 골드 -,1993,2972,110000,은색,수동,가솔린,4,5,0,4,2224,1100
168,르노삼성 SM7 뉴 아트 SE23 -,2010,2349,91120,검정색,자동,가솔린,23,5,0,0,2750,1100
221,현대 베라크루즈 4WD 300VXL 프리미엄,2008,2959,242468,진주색,자동,디젤,26,7,0,6,4433,1100
350,현대 베라크루즈 4WD 300VX 럭셔리,2007,2959,237000,흰색,자동,디젤,21,7,0,3,3881,1100
76,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2015,1685,115193,흰색,자동,디젤,31,5,0,8,2550,1099
434,현대 그랜져HG 220 디젤 프리미엄,2014,2199,164381,은색,자동,디젤,36,5,0,4,3389,1099
436,현대 올 뉴 투싼 2.0 E-VGT 2WD 스타일,2015,1995,150000,은색,자동,디젤,21,5,0,5,2250,1099
438,기아 더 뉴 K3 1.6 VGT 트렌디,2017,1582,65920,흰색,자동,디젤,28,5,0,1,2018,1099
27,기아 모하비 KV300 4WD 최고급형,2010,2959,224326,검정색,자동,디젤,36,7,0,3,4511,1099
2,현대 아반떼AD 1.6 GDi 스타일,2016,1591,75000,흰색투톤,자동,가솔린,17,5,0,0,1420,1099
255,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,77000,진회색,자동,가솔린,1,5,0,2,2060,1099
102,현대 아반떼AD 1.6 T-GDi 스포츠 오리지널,2016,1591,77000,진회색,자동,가솔린,1,5,0,2,2060,1099
30,쌍용 티볼리 아머 1.6 가솔린 2WD TX,2019,1597,12000,흰색,자동,가솔린,26,5,0,1,1783,1099
186,현대 아반떼AD 1.6 GDi 스타일,2016,1591,75000,흰색투톤,자동,가솔린,17,5,0,0,1420,1099
27,기아 더 뉴 모닝 터보 럭셔리 -,2015,998,22000,흰색,자동,가솔린,32,5,0,0,1440,1099
124,기아 K3 1.6 GDI 럭셔리,2013,1591,41000,진회색,자동,가솔린,27,5,0,1,1708,1099
64,기아 K3 쿱 1.6 T-GDi 노블레스,2013,1600,65337,파란색,수동,가솔린,34,5,0,3,2295,1099
42,쉐보레 어메이징 뉴 크루즈 5도어 2.0 LTZ -,2015,1998,41600,빨간색,자동,디젤,28,5,0,0,2289,1099
132,현대 제네시스 쿠페 200 터보 D,2008,1998,102794,검정색,자동,가솔린,23,4,0,1,2320,1099
53,쌍용 렉스턴W RX7 2WD 럭셔리,2013,1998,106230,흰색,자동,디젤,29,7,0,2,2972,1090
107,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,2016,1685,85000,은색,자동,디젤,24,5,0,1,2350,1090
285,기아 더 뉴 레이 1.0 가솔린 디럭스,2018,998,4057,흰색,자동,가솔린,14,5,0,0,1315,1090
82,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2019,998,29635,흰색,자동,가솔린,30,5,0,0,1310,1090
101,현대 아반떼AD 1.6 GDi 밸류 플러스,2017,1591,11490,흰색,자동,가솔린,21,5,0,1,1690,1090
28,렉서스 RX 450h AL10,2009,3456,203000,은색,자동,가솔린,31,5,0,8,8847,1090
15,르노삼성 SM5 노바 SE -,2016,1998,93605,흰색,자동,가솔린,19,5,0,2,2480,1090
41,현대 뉴 에쿠스 VS 460 프레스티지,2009,4627,137135,검정색,자동,가솔린,33,5,0,4,10900,1090
42,기아 모하비 QV300 4WD 고급형,2008,2959,305000,검정색,자동,디젤,21,7,0,7,3907,1090
68,르노삼성 SM6 2.0 GDe LE,2017,1998,109953,흰색,자동,가솔린,38,5,0,1,2860,1090
147,르노삼성 SM5 노바 SE -,2016,1998,93605,흰색,자동,가솔린,19,5,0,2,2480,1090
183,기아 모하비 QV300 4WD 고급형,2008,2959,305000,검정색,자동,디젤,21,7,0,7,3907,1090
90,현대 그랜져HG 300 노블,2011,2999,209000,진회색,자동,가솔린,43,5,0,5,3527,1090
138,현대 더 뉴 아반떼 1.6 GDi 스타일,2014,1591,56000,흰색,자동,가솔린,28,5,0,2,1395,1090
58,쉐보레 더 넥스트 스파크 1.0 LTZ -,2017,999,16492,검정색,자동,가솔린,30,5,0,0,1291,1090
19,현대 더 뉴 아반떼 1.6 VGT 스마트,2015,1582,53670,진회색,자동,디젤,23,5,0,0,2018,1090
10,현대 제네시스 쿠페 200 터보 P,2009,1998,107000,검정색,자동,가솔린,33,4,0,9,2641,1090
12,현대 아반떼AD 1.6 e-VGT 스타일,2015,1600,62767,진청색,자동,디젤,21,5,0,3,1630,1088
340,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2017,998,900,은색,자동,가솔린,28,5,0,0,1265,1085
444,쌍용 티볼리 1.6 가솔린 2WD VX,2016,1597,61000,흰색,자동,가솔린,15,5,0,3,1995,1080
718,현대 더 뉴 제네시스 쿠페 200 터보 S,2012,1998,83959,진회색,자동,가솔린,28,4,0,0,2965,1080
108,현대 그랜드스타렉스 WAGON 11인승 HVX 프리미엄,2013,2497,97000,회색,자동,디젤,17,11,0,2,2156,1080
260,현대 LF쏘나타 2.0 CVVL 프리미엄,2015,1999,103701,흰색,자동,가솔린,41,5,0,7,2860,1080
107,현대 LF쏘나타 2.0 CVVL 프리미엄,2015,1999,103701,흰색,자동,가솔린,41,5,0,7,2860,1080
67,현대 제네시스 쿠페 200 터보 P,2010,1998,93000,검정색,수동,가솔린,28,4,0,0,2723,1080
291,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2012,2359,104943,흰색,자동,가솔린,42,5,0,7,3141,1070
211,쌍용 티볼리 1.6 가솔린 2WD VX,2015,1597,28600,흰색,자동,가솔린,23,5,0,1,1995,1070
179,쌍용 뉴 코란도 C 2.2 디젤 RX 고급형,2015,2157,49488,검정색,자동,디젤,24,5,0,1,2547,1070
189,쉐보레 올란도 1.6 디젤 LTZ 프리미엄,2016,1598,79330,검정색,자동,디젤,21,7,0,4,2863,1070
385,쉐보레 말리부 2.0 LTZ,2016,1998,72000,검정색,자동,가솔린,30,5,0,1,2950,1070
24,기아 스포티지R 2.0 T-GDI 2WD TLX 최고급형,2012,1998,118512,흰색,자동,가솔린,29,5,0,6,2399,1070
18,현대 엑센트 1.4 VVT 모던,2015,1400,9995,빨간색,자동,가솔린,26,5,0,1,1429,1070
77,기아 뉴 오피러스 GH330 스페셜 럭셔리,2008,3342,43200,진주투톤,자동,가솔린,31,5,0,1,3800,1070
48,기아 뉴 오피러스 GH330 스페셜 럭셔리,2008,3342,43200,진주투톤,자동,가솔린,31,5,0,1,3800,1070
435,기아 K5 하이브리드 프레스티지,2012,1999,116977,흰색,자동,가솔린,36,5,0,6,3278,1069
167,현대 쏘나타 뉴 라이즈 1.7 e-VGT 스마트,2017,1685,160344,검정색,자동,디젤,39,5,0,4,2763,1069
309,현대 베라크루즈 2WD 300VXL 프리미엄,2009,2959,189900,진주투톤,자동,디젤,39,7,0,3,4358,1069
723,쌍용 렉스턴W RX7 4WD 럭셔리,2013,1998,99000,흰색,자동,디젤,0,7,0,2,3164,1060
267,쌍용 티볼리 아머 1.6 디젤 2WD VX,2018,1597,28509,흰색,자동,디젤,29,5,0,14,2239,1060
111,현대 그랜져HG 240 모던,2014,2359,93133,흰색,자동,가솔린,30,5,0,9,2976,1060
21,현대 아이오닉 하이브리드 I,2017,1580,90000,검정색,자동,가솔린,17,5,0,1,2340,1060
89,기아 K3 1.6 GDI 트렌디,2014,1591,57606,흰색,자동,가솔린,27,5,0,5,1837,1059
5,현대 제네시스 BH330 그랜드,2009,3342,174200,검정색,자동,가솔린,25,5,0,5,4149,1059
132,기아 K5 2세대 2.0 가솔린 SX 프레스티지,2015,1999,74760,흰색,자동,가솔린,33,5,0,7,2520,1050
244,르노삼성 SM6 2.0 GDe LE,2016,1997,108128,흰색,자동,가솔린,28,5,0,6,2795,1050
511,기아 K5 2세대 1.7 디젤 SX 프레스티지,2015,1685,125450,흰색,자동,디젤,34,5,0,1,2755,1050
26,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2019,998,17900,검정색,자동,가솔린,18,5,0,0,1310,1050
398,현대 베라크루즈 4WD 300VX 럭셔리,2010,2959,182555,검정색,자동,디젤,32,7,0,1,4063,1050
83,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2018,998,10000,베이지색,자동,가솔린,3,5,0,1,1265,1050
86,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2010,1995,66318,흰색,자동,디젤,32,5,0,1,2615,1050
5,르노삼성 SM3 네오 SE 플러스,2019,1596,15000,은색,자동,가솔린,2,5,0,0,1825,1050
46,폭스바겐 티구안 1세대 2.0 TDI,2014,1968,60591,회색,자동,디젤,23,5,0,1,3840,1050
80,현대 그랜드스타렉스 WAGON 12인승 CVX 럭셔리,2010,2497,75000,흰색,자동,디젤,16,12,0,1,2270,1050
34,현대 LF쏘나타 2.0 T-GDi 익스클루시브,2015,1998,104299,검정색,자동,가솔린,46,5,0,4,3210,1050
63,르노삼성 SM3 네오 디젤 LE,2017,1461,26000,진회색,자동,디젤,29,5,0,0,2110,1050
12,폭스바겐 투아렉 1세대 V6 3.2,2006,3189,103000,은색,자동,가솔린,19,5,0,2,7470,1050
115,현대 뉴 투싼ix 2.0 디젤 4WD 모던,2014,1995,116000,빨간색,자동,디젤,37,5,0,1,2770,1050
1,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2014,1995,91672,흰색,자동,디젤,0,5,0,4,2405,1050
98,현대 아반떼AD 1.6 GDi 스타일,2016,1591,67000,검정색,자동,가솔린,14,5,0,0,1410,1050
19,GM대우 라세티 프리미어 ID CDX 고급형,2010,1796,68000,검정색,자동,가솔린,31,5,0,4,1854,1050
81,기아 오피러스 프리미엄 GH270 스페셜,2010,2656,76400,검정투톤,자동,가솔린,29,5,0,4,3574,1050
111,기아 스포티지R 2.0 디젤 2WD 리미티드,2012,1995,205000,흰색,자동,디젤,40,5,0,2,2855,1050
10,기아 그랜드카니발 GLX 최고급형,2006,2902,128414,청색,자동,디젤,17,11,0,2,2510,1050
9,쌍용 렉스턴2 RX7 AWD 최고급형,2006,2696,112166,흰색투톤,자동,디젤,27,7,0,7,3601,1050
44,기아 올 뉴 모닝 1.0 가솔린 럭셔리 JA,2019,998,5900,검정색,자동,가솔린,0,5,0,1,1215,1049
64,기아 K3 1.6 GDI 노블레스,2015,1591,70000,흰색,자동,가솔린,33,5,0,0,1999,1049
202,현대 제네시스 BH330 그랜드 프라임팩,2011,3342,124400,은색,자동,가솔린,34,5,0,4,4440,1049
46,현대 뉴 에쿠스 VS 380 럭셔리,2009,3778,225390,검정색,자동,가솔린,44,5,0,6,6622,1048
112,현대 그랜져HG 300 프리미엄,2016,2999,72900,검정색,자동,가솔린,27,5,0,3,3320,1040
153,르노삼성 SM6 2.0 GDe LE,2016,1997,148165,은색,자동,가솔린,35,5,0,4,2795,1040
1,르노삼성 SM6 2.0 GDe LE,2016,1997,148165,은색,자동,가솔린,35,5,0,4,2795,1040
771,쌍용 렉스턴W RX7 4WD 럭셔리,2012,1998,105545,검정색,자동,디젤,0,7,0,0,3164,1039
394,현대 아반떼AD 1.6 GDi 스마트 스페셜,2015,1591,96165,진회색,자동,가솔린,29,5,0,1,1878,1030
55,쉐보레 트랙스 1.4 가솔린 LTZ,2014,1362,49765,흰색,자동,가솔린,22,5,0,0,2302,1030
62,쉐보레 올 뉴 말리부 1.5 터보 LS 디럭스,2016,1490,117168,검정색,자동,가솔린,27,5,0,5,2506,1030
23,기아 더 뉴 K5 2.0 프레스티지,2014,1999,123756,흰색,자동,가솔린,39,5,0,0,2680,1030
11,기아 더 뉴 K5 2.0 프레스티지,2014,1999,123756,흰색,자동,가솔린,39,5,0,0,2680,1030
11,기아 더 뉴 K5 2.0 프레스티지,2014,1999,123756,흰색,자동,가솔린,39,5,0,0,2680,1030
137,현대 그랜져HG 220 디젤 프리미엄,2014,2199,160000,은하늘색,자동,디젤,46,5,0,0,3389,1030
61,현대 제네시스 쿠페 200 터보 R,2008,1998,106041,검정색,자동,가솔린,31,4,0,4,2942,1030
125,현대 제네시스 쿠페 200 터보 D,2010,1998,100602,흰색,자동,가솔린,23,4,0,3,2320,1030
28,쉐보레 크루즈 2.0 LTZ 플러스,2011,1998,123000,흰색,자동,디젤,20,5,0,3,2142,1030
124,현대 그랜져HG 240 모던 컬렉션,2016,2359,70000,검정색,자동,가솔린,37,5,0,1,3090,1029
780,현대 뉴 투싼ix 2.0 디젤 2WD 모던,2015,1995,83700,흰색,자동,디젤,34,5,0,4,2610,1020
2,현대 뉴 투싼ix 2.0 디젤 2WD 모던,2015,1995,83700,흰색,자동,디젤,34,5,0,4,2610,1020
274,현대 뉴 에쿠스 VS 380 럭셔리,2009,3778,145000,검정색,자동,가솔린,0,5,0,9,6622,1020
56,현대 뉴 에쿠스 VS 380 모던,2013,3778,286000,검정색,자동,가솔린,0,5,0,6,6839,1020
79,기아 올 뉴 모닝 1.0 가솔린 프레스티지 JA,2017,998,32480,진주색,자동,가솔린,29,5,0,0,1265,1020
82,미니 쿠퍼 2세대 D 2.0 베이커스트리트,2012,1995,70307,빨간색,자동,디젤,0,4,0,3,3830,1020
181,기아 더 프레스티지 K7 3.0 GDI 럭셔리,2011,2999,93000,흰색,자동,가솔린,37,5,0,7,3351,1020
93,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014,1995,88354,흰색,자동,디젤,34,5,0,1,2590,1020
555,쌍용 티볼리 에어 1.6 가솔린 4WD RX,2016,1597,116074,흰색,자동,가솔린,31,5,0,2,2480,1010
169,기아 올 뉴 모닝 1.0 터보 프레스티지 JA,2017,998,26084,검정색,자동,가솔린,28,5,0,0,1544,1000
12,BMW 1시리즈 120d 쿠페,2010,1995,101756,흰색투톤,자동,가솔린,17,4,0,2,3990,1000
282,벤츠 M클래스 ML280 CDI,2008,2987,177507,은색,자동,디젤,21,5,0,3,8240,1000
112,벤츠 M클래스 ML280 CDI,2008,2987,177507,은색,자동,디젤,21,5,0,3,8240,1000
155,기아 더 뉴 레이 1.0 가솔린 럭셔리,2018,998,53460,베이지색,자동,가솔린,0,5,0,1,1455,1000
156,기아 K3 1.6 GDI 프레스티지,2015,1591,56870,흰색,자동,가솔린,32,5,0,1,1895,1000
30,기아 더 프레스티지 K7 2.4 GDI 럭셔리,2012,2359,114000,흰색,자동,가솔린,23,5,0,0,2999,1000
40,기아 그랜드카니발 GLX 고급형,2007,2902,158000,진주색,자동,디젤,16,11,0,2,2390,1000
60,쌍용 뉴코란도 TX7 소프트탑 최고급형,2004,2874,162984,자주색,자동,디젤,7,4,0,1,2249,1000
96,현대 아반떼MD M16 GDi 스타일,2012,1591,80000,흰색,자동,가솔린,17,5,0,2,1515,1000
3,GM대우 뉴 다마스 코치 5인승 슈퍼 투톤컬러팩,2012,796,48800,흰색,수동,LPG,0,5,0,1,805,1000
67,현대 싼타페 더스타일 2.2 e-VGT MLX 4WD 럭셔리,2009,2188,128000,은색,자동,디젤,25,7,0,2,3159,1000
242,기아 뉴 카니발 R GX,2012,2199,157300,흰색,자동,디젤,17,9,0,1,2650,1000
24,기아 뉴 쏘렌토 7인승 2.5 VGT TLX 4WD 최고급형,2006,2497,64000,검정색,자동,디젤,24,7,0,1,3124,1000
6,기아 K7 VG270 프레스티지,2010,2656,190000,검정색,자동,가솔린,48,5,0,3,3560,1000
62,쌍용 티볼리 아머 1.6 가솔린 2WD VX,2018,1597,76376,흰색,자동,가솔린,30,5,0,2,1999,999
72,현대 그랜져HG 300 노블,2011,2999,23450,검정색,자동,가솔린,38,5,0,8,3527,999
96,쌍용 티볼리 1.6 디젤 2WD LX,2017,1597,56116,검정색,자동,디젤,28,5,0,4,2346,999
125,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,2016,1685,56481,검정색,자동,디젤,25,5,0,5,2253,999
23,현대 아슬란 G300 모던,2014,2999,181683,검정색,자동,가솔린,41,5,0,2,3990,999
2,기아 더 뉴 K7 2.4 GDI 프레스티지,2014,2359,104000,흰색,자동,가솔린,39,5,0,0,2960,999
49,재규어 S타입 3.0L V6,2004,2967,214227,은색,자동,가솔린,30,5,0,9,8350,999
83,기아 더 뉴 K7 2.4 GDI 프레스티지,2014,2359,104000,흰색,자동,가솔린,39,5,0,0,2960,999
80,현대 제네시스 쿠페 200 터보 D,2010,1998,140482,흰색,자동,가솔린,19,4,0,6,2320,999
38,기아 K5 2.0 프레스티지,2012,1999,85000,흰색,자동,가솔린,42,5,0,0,2636,999
11,현대 제네시스 쿠페 200 터보 P,2009,1998,107000,흰색,자동,가솔린,21,4,0,7,2641,999
18,기아 쏘울 1.6 GDi 럭셔리 스타일팩,2012,1591,70000,베이지색,자동,가솔린,0,5,0,1,1780,999
55,현대 제네시스 쿠페 200 터보 R,2009,1998,94000,진회색,자동,가솔린,0,4,0,6,2942,999
121,르노삼성 뉴 SM3 SE,2010,1596,30000,검정색,자동,가솔린,20,5,0,0,1668,999
4,현대 더 뉴 아반떼 1.6 GDi 스마트,2013,1591,43200,흰색,자동,가솔린,22,5,0,0,1734,999
7,현대 아반떼MD M16 GDi 럭셔리,2012,1591,71258,은색,자동,가솔린,24,5,0,2,1520,999
10,르노삼성 뉴 SM5 SE 플러스,2010,1998,51050,흰색,자동,가솔린,30,5,0,9,2370,999
93,르노삼성 SM3 Z.E RE,2014,74,61911,흰색,자동,전기,28,5,0,1,4620,995
27,기아 K3 1.6 GDI 노블레스,2012,1591,75265,흰색,자동,가솔린,34,5,0,7,1975,995
134,쉐보레 올 뉴 말리부 1.5 터보 LT 디럭스,2016,1490,158868,남색,자동,가솔린,34,5,0,1,2863,990
442,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2013,1995,99668,진회색,자동,디젤,27,5,0,6,2380,990
469,쌍용 티볼리 1.6 가솔린 2WD VX,2016,1597,59000,청색,자동,가솔린,22,5,0,0,1995,990
483,기아 K3 1.6 GDI 노블레스,2013,1591,74000,흰색,자동,가솔린,34,5,0,2,1999,990
571,현대 그랜드스타렉스 VAN 3인승 CVX 럭셔리,2014,2497,112000,흰색,수동,디젤,0,3,0,1,1920,990
581,쌍용 코란도 투리스모 2.0 디젤 4WD GT 11인승,2013,1998,82891,진회색,자동,디젤,26,11,0,3,3251,990
590,현대 그랜져HG 220 디젤 모던,2015,2199,130000,검정색,자동,디젤,26,5,0,0,3215,990
231,쌍용 뉴 체어맨W CW700 4트로닉 럭셔리,2011,3598,137128,검정색,자동,가솔린,0,5,0,5,7080,990
246,쌍용 뉴 체어맨W CW700 프레스티지,2011,3598,124197,검정색,자동,가솔린,0,5,0,2,7055,990
250,기아 뉴 쏘렌토R 디젤 2.0 2WD TLX 스페셜,2012,1995,103682,검정색,자동,디젤,32,7,0,11,2875,990
402,기아 K5 2세대 2.0 가솔린 SX 럭셔리,2015,1999,89761,검정색,자동,가솔린,33,5,0,3,2385,990
69,기아 더 뉴 K3 1.6 GDi 트렌디,2017,1591,67800,흰색,자동,가솔린,26,5,0,3,1763,990
120,푸조 2008 1.6 e-HDi 알뤼르,2015,1560,84757,흰색,자동,디젤,36,5,0,3,2950,990
213,기아 뉴 쏘렌토R 디젤 2.0 2WD 리미티드,2012,1995,155347,검정색,자동,디젤,35,7,0,1,3135,990
13,BMW 3시리즈 328i 컨버터블,2008,2996,180000,진회색,자동,가솔린,27,4,0,2,7280,990
99,기아 레이 1.0 가솔린 프레스티지,2015,998,47600,은색,자동,가솔린,33,5,0,2,1534,990
118,기아 더 뉴 K7 3.0 GDI 프레스티지 스페셜,2012,2999,140182,검정색,자동,가솔린,43,5,0,3,3688,990
165,기아 모하비 KV300 4WD 최고급형,2008,2959,155000,검정색,자동,디젤,23,7,0,5,4342,990
171,BMW Z4 Z4 2.5i,2003,2494,251000,흰색,자동,가솔린,0,2,0,12,6190,990
201,현대 아반떼AD 1.6 T-GDi 스포츠 7 DCT,2016,1591,156170,검정색,자동,가솔린,0,5,0,1,2160,990
13,기아 모하비 KV300 4WD 최고급형,2008,2959,155000,검정색,자동,디젤,23,7,0,5,4342,990
18,BMW Z4 Z4 2.5i,2003,2494,251000,흰색,자동,가솔린,0,2,0,12,6190,990
48,현대 아반떼AD 1.6 T-GDi 스포츠 7 DCT,2016,1591,156170,검정색,자동,가솔린,0,5,0,1,2160,990
117,기아 더 뉴 레이 1.0 가솔린 트렌디,2018,998,25348,하늘색,자동,가솔린,18,5,0,1,1380,990
69,현대 더 뉴 아반떼 1.6 GDi 모던,2014,1591,78730,진회색,자동,가솔린,26,5,0,1,1910,990
